"COLECTIVO","PROGRAMA","CIF","ENTIDAD","PROYECTO","IMPORTE",,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-82316522","ECONOMISTAS SIN FRONTERAS","VIVERO DE MICROEMPRESAS PARA LA INSERCIÓN SOCIOLABORAL DE COLECTIVOS EN RIESGO DE EXCLUSIÓN SOCIAL-FASE V",20000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-62728183","FUNDACIÓ PRIVADA ARED","ITINERARIOS DE INSERCIÓN SOCIOLABORAL DIRIGIDOS A PERSONAS EN SITUACIÓN DE RIESGO DE EXCLUSIÓN SOCIAL",35711,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-59546556","FUNDACIÓ PRIVADA TRINIJOVE","ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O RIESGO DE EXCLUSIÓN",50000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-84392810","FUNDACIÓN ATENEA GRUPO GID","SERVICIO DE ACOMPAÑAMIENTO A LA INSERCIÓN LABORAL (SAIL)",48271,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-18615237","FUNDACIÓN GLOBALIA","MEPSES V: PROYECTO INTEGRAL DE ACCESO Y MEJORA A LA EMPLEABILIDAD PARA PERSONAS EN SITUACIÓN O RIESGO DE EXCLUSIÓN SOCIAL",33761,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-09316878","FUNDACIÓN LESMES","CENTRO DE FORMACIÓN Y EMPLEO (CEFE)",79760,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-83207712","FUNDACIÓN RED DE APOYO A LA INTEGRACIÓN SOCIOLABORAL","PRELABORAL ""MILHISTORIAS, SEMBRANDO FUTURO""",23968,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-28979136","FUNDACIÓN TOMILLO","FACILITACIÓN AL TRÁNSITO A LA VIDA LABORAL DE JÓVENES Y MUJERES DESEMPLEADOS DE LARGA DURACIÓN",67000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-96206941","INICIATIVES SOLIDARIES","ITINERARIOS INTEGRALES DE EMPLEO PARA PERSONAS EN SITUACIÓN O RIESGO DE EXCLUSIÓN",30000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-28838001","MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD","ITINERARIOS INTEGRADOS DE INSERCIÓN LABORAL A COLECTIVOS EN RIESGO DE EXCLUSIÓN DEL MERCADO DE TRABAJO",36732,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-61336830","PLA INTEGRAL DEL CASC ANTIC - PLA DE DESENVOLUPAMENT COMUNITARI","RED LABORAL DEL CASCO ANTIGUO",25000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-80394711","REALIDADES PARA LA INTEGRACIÓN SOCIAL","PULSAR",20000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS DE ACCESO AL EMPLEO PARA PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-28474898","UNIÓN GENERAL DE TRABAJADORES DE ESPAÑA","CENTROS DE INFORMACIÓN Y ASESORAMIENTO SOCIOLABORAL A COLECTIVOS EXCLUIDOS O EN RIESGO DE EXCLUSIÓN SOCIAL",25000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-61611364","ARRELS FUNDACIÓ","LLAR PERE BARNÉS",12000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-41237561","ASOCIACIÓN NACIONAL AFAR","ADECUACIÓN Y MEJORA DE UN CENTRO DE ACOGIDA A PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN SOCIAL. ""DANOS UN HOGAR""",300000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","R-02800560-A","CÁRITAS ESPAÑOLA","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN SOCIAL",441266,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","Q-02866001-G","CRUZ ROJA ESPAÑOLA","PROYECTO INTEGRAL INCLUSIÓN SOCIAL EN ZONAS DESFAVORECIDAS",268100,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","PROGRAMA INTEGRAL PARA LA INCLUSIÓN, LA DINAMIZACIÓN COMUNITARIA Y LA PARTICIPACIÓN SOCIAL EN ZONAS DE INCLUSIÓN SOCIAL",225000,,,
"PROGRAMAS PARA LA INCLUSIÓN SOCIAL","PROGRAMAS INTEGRALES DIRIGIDOS A LAS PERSONAS EN SITUACIÓN O EN RIESGO DE EXCLUSIÓN","G-83117374","FUNDACIÓN SECRETARIADO GITANO","INCLUSIÓN SOCIAL EN CONTEXTOS DE DIVERSIDAD-ACCEDER",1222723,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-78432697","ASOCIACIÓN COLECTIVO LA CALLE","ACOGIDA, CONVIVENCIA E INTEGRACIÓN SOCIAL PARA ADOLESCENTES Y JÓVENES INMIGRANTES NO ACOMPAÑADOS Y RECURSOS PARA SU EMANCIPACIÓN Y AUTONOMÍA",126000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-30146542","ASOCIACIÓN COLUMBARES","MEJORA DE LAS CONDICIONES DE ALOJAMIENTO DE LOS INMIGRANTES RESIDENTES EN ESPAÑA",471900,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79963237","ASOCIACIÓN COMISIÓN CATÓLICA ESPAÑOLA DE MIGRACIÓN","EQUIPAMIENTO Y ACONDICIONAMIENTO DE CENTROS DE ACOGIDA Y ATENCIÓN A MIGRANTES",157840,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79963237","ASOCIACIÓN COMISIÓN CATÓLICA ESPAÑOLA DE MIGRACIÓN","ATENCIÓN Y ACOGIDA A MIGRANTES",363082,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79963237","ASOCIACIÓN COMISIÓN CATÓLICA ESPAÑOLA DE MIGRACIÓN","CENTRO DE ACOGIDA INTEGRAL A MUJERES MIGRANTES EN SITUACIÓN DE VULNERABILIDAD",65147,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-78368537","ASOCIACIÓN DE PROMOCIÓN DE SERVICIOS SOCIALES","ACOGIDA CON MUJERES INMIGRANTES",41820,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79268785","ASOCIACIÓN DE TRABAJADORES E INMIGRANTES MARROQUÍES EN ESPAÑA","VIVIENDA PARA INMIGRANTES",96000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79268785","ASOCIACIÓN DE TRABAJADORES E INMIGRANTES MARROQUÍES EN ESPAÑA","RED DE INTÉRPRETES ÁRABE-CASTELLANO PARA LA ASISTENCIA A ENTIDADES PÚBLICAS",63000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79268785","ASOCIACIÓN DE TRABAJADORES E INMIGRANTES MARROQUÍES EN ESPAÑA","PISO PARA MUJERES MALTRATADAS Y/O EN RIESGO DE EXCLUSIÓN SOCIAL",48960,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79268785","ASOCIACIÓN DE TRABAJADORES E INMIGRANTES MARROQUÍES EN ESPAÑA","RECEPCIÓN, PRIMERA ACOGIDA Y ATENCIÓN SOCIAL INDIVIDUALIZADA A INMIGRANTES",63254,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79268785","ASOCIACIÓN DE TRABAJADORES E INMIGRANTES MARROQUÍES EN ESPAÑA","PROGRAMA INTEGRAL PARA JÓVENES INMIGRANTES: ALOJAMIENTO E INSERCIÓN",44574,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-61019642","ASOCIACIÓN INICIATIVAS SOLIDARIAS","ACOGIDA A PERSONAS INMIGRANTES",67320,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-38503447","ASOCIACIÓN MOVIMIENTO CANARIO POR LA PAZ","APOYO A LA GESTIÓN DE CENTROS DE ACOGIDA DE MENORES EXTRANJEROS (CAME) EN TENERIFE Y LA GOMERA",78963,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-60378056","ASOCIACIÓN PARA EL ESTUDIO Y PROMOCIÓN DEL BIENESTAR SOCIAL","INMOBILIARIA SOCIAL: ACOGIDA INTEGRAL PARA LA INCLUSIÓN",40800,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-81782625","ASOCIACIÓN RUMIÑAHUI HISPANO ECUATORIANA PARA LA COLABORACIÓN AL DESARROLLO","SERVICIO DE ACOGIDA, ORIENTACIÓN E INFORMACIÓN PARA INMIGRANTES DE ORIGEN ECUATORIANO",55000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-60534740","ASOCIACIÓN SOCIO-CULTURAL IBN BATUTA","ESPACIO MUJER DE ASCIB",76000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80502933","ASOCIACIÓN SOCIOCUTURAL Y DE COOPERACIÓN AL DESARROLLO POR COLOMBIA E IBEROAMÉRICA","MUNDO CUARTA FASE",40000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-61838280","ASOCIACIÓN WAFAE","MEDIACIÓN INTERCULTURAL EN ELCHE Y HOSPITALET DE LLOBREGAT",40000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","R-02800560-A","CÁRITAS ESPAÑOLA","ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL",1150537,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-34102160","COLECTIVOS DE ACCIÓN SOLIDARIA","ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL",20400,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","V-28651529","COMISIÓN ESPAÑOLA DE AYUDA AL REFUGIADO","MANTENIMIENTO, ADAPTACIÓN Y EQUIPAMIENTO DE CENTROS DE ACOGIDA TEMPORAL",150642,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-79050449","COMITÉ DE DEFENSA DE LOS REFUGIADOS, ASILADOS E INMIGRANTES EN EL ESTADO ESPAÑOL","SERVICIO DE TRADUCTORES E INTÉRPRETES (SETI)",102000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28496131","CONFEDERACIÓN SINDICAL DE COMISIONES OBRERAS","RED DE APOYO Y DEFENSA DEL/DE LA INMIGRANTE",488663,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-84635259","CONSORCIO SECRETARIADOS DE MIGRACIONES","SERVICIOS DE INTERVENCIÓN SOCIAL EN MATERIA DE PRIMERA ACOGIDA, REAGRUPACIÓN FAMILIAR, VIVIENDA, MUJERES EN SITUACIÓN DE RIESGO, APOYO FAMILIAR Y PERSONAL Y SITUACIONES DE VULNERABILIDAD",326400,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-84635259","CONSORCIO SECRETARIADOS DE MIGRACIONES","INFORMACIÓN Y ORIENTACIÓN SOBRE DERECHOS Y LIBERTADES Y ASESORAMIENTO SOBRE ASUNTOS DE EXTRANJERÍA EN GENERAL",180623,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","Q-02866001-G","CRUZ ROJA ESPAÑOLA","MENORES INMIGRANTES NO ACOMPAÑADOS",274115,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","Q-02866001-G","CRUZ ROJA ESPAÑOLA","ACOGIDA INTEGRAL A INMIGRANTES",4472425,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-41516030","FEDERACIÓN ANDALUCÍA ACOGE","ACCESO A LA VIVIENDA Y AL ALOJAMIENTO DE INMIGRANTES ASENTADOS, TRABAJADORES AGRÍCOLAS Y TRANSEÚNTES. "" VIVIENDA 2011""",308000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-78764966","FEDERACIÓN DE MUJERES PROGRESISTAS","SERVICIO DE ACOGIDA DE MUJERES INMIGRADAS Y SUS FAMILIAS",100268,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-62551254","FUNDACIÓN AGRICULTORES SOLIDARIOS","ACOGIDA E INTEGRACIÓN DE TEMPOREROS/AS INMIGRANTES DURANTE LA CAMPAÑA AGRARIA",76500,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","DISPOSITIVO DE ACOGIDA TEMPORAL Y RED DE CENTROS DE INSERCIÓN SOCIOLABORAL DE CEPAIM",255671,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","ACCESO Y GESTIÓN DE VIVIENDAS Y ALOJAMIENTOS PARA INMIGRANTES ASENTADOS, TRABAJADORES AGRÍCOLAS TEMPOREROS",137470,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","EQUIPAMIENTO RESIDENCIAL PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL.",20900,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-64147184","FUNDACIÓN INSTITUTO DE REINSERCIÓN SOCIAL","PISO DE JÓVENES",30600,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-92251644","FUNDACIÓN PROLIBERTAS","ACOGIDA INTEGRAL, ORIENTACIÓN Y PROMOCIÓN SOCIAL DE INMIGRANTES. JUAN DE MATA",45900,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-50884907","FUNDACIÓN SAN EZEQUIEL MORENO","UN APOYO EN TU CAMINO. UNA INTERVENCIÓN INTEGRAL POR LA INCLUSIÓN SOCIOLABORAL DE PERSONAS INMIGRANTES",30000,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28979136","FUNDACIÓN TOMILLO","ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL",92160,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","R-02800124-F","MERCEDARIOS PROVINCIA DE CASTILLA CURIA PROVINCIAL","LA MERCED, CASAS E ITINERARIOS INTEGRALES PARA REFUGIADOS E INMIGRANTES MENORES Y JÓVENES",160650,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28838001","MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD","OFICINAS DE INFORMACIÓN EN PRIMERA ACOGIDA",166400,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28838001","MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD","MAYORÍA DE EDAD - PISOS DE ACOGIDA PARA JÓVENES VARONES EX TUTELADOS POR LA COMUNIDAD AUTÓNOMA DE MADRID",40800,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. ALOJAMIENTO TEMPORAL PARA PERSONAS INMIGRANTES EN SITUACIÓN DE VULNERABILIDAD SOCIAL",372039,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. ALOJAMIENTO TEMPORAL DE FAMILIAS MONOPARENTALES CON CARGAS FAMILIARES",111255,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. ALOJAMIENTO TEMPORAL A JÓVENES INMIGRANTES EN SITUACIÓN DE VULNERABILIDAD SOCIAL",17600,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. ALOJAMIENTO TEMPORAL A MUJERES VÍCTIMAS DE VIOLENCIA",43050,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. MEDIACIÓN PARA EL ACCESO A LA VIVIENDA. APOYO AL REALOJO DIGNO",158100,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-80230774","RED ACOGE","ACOGIDA. MEJORA DE LAS CONDICIONES DE HABITABILIDAD DE VIVIENDA Y CENTROS DE ACOGIDA",75037,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28474898","UNIÓN GENERAL DE TRABAJADORES DE ESPAÑA","RED DE CENTROS DE INFORMACIÓN Y ORIENTACIÓN SOCIAL A INMIGRANTES",238945,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE ORIENTACIÓN, INFORMACIÓN Y ACOGIDA INTEGRAL","G-28567402","UNIÓN SINDICAL OBRERA","SERVICIO DE INFORMACIÓN, ASESORAMIENTO Y ORIENTACIÓN SOCIAL PARA INMIGRANTES",61200,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE REAGRUPACIÓN FAMILIAR Y RETORNO VOLUNTARIO","G-80358419","AMÉRICA - ESPAÑA, SOLIDARIDAD Y COOPERACIÓN","RETORNO VOLUNTARIO ASISTIDO DESDE ESPAÑA HACIA LATINOAMÉRICA",57548,,,
"PERSONAS MIGRANTES, SOLICITANTES DE ASILO Y OTRAS PERSONAS CON PROTECCIÓN INTERNACIONAL","PROGRAMAS DE REAGRUPACIÓN FAMILIAR Y RETORNO VOLUNTARIO","G-79963237","ASOCIACIÓN COMISIÓN CATÓLICA ESPAÑOLA DE MIGRACIÓN","RETORNO VOLUNTARIO PARA INMIGRANTES",50000,,,
